ID,location_name,lat,long
2356407,Poin,11.4,-2.33333
2356408,Poïkoro,10.15,-3.95
2356409,Païdogo,13.59222,-2.39026
2356410,Poï,11.45,-2.56667
2356411,Pohiro,10.01667,-3.38333
2356412,Nimbo,13.83823,-2.60927
2356413,Pogowol,14.02845,-1.56012
2356414,Pogoro,13.75706,-2.43134
2356415,Pogoro,13.61904,-1.80471
2356416,Pogonaoma,13.7073,-1.37152
2356417,Pogol Ngoradji,14.3886,-0.9676
2356418,Pogol Dimé,14.45565,-0.86219
2356419,Pogol Diamé,14.49583,-0.91871
2356420,Pogoldè,13.92061,-1.03683
2356421,Pogol,14.38514,-1.68702
2356422,Tanama,11.95524,-0.77353
2356423,Poèssén,12.13333,-0.3
2356424,Poessen,12.11667,-0.36667
2356425,Poéssé,12.68333,-2.13333
2356426,Poèssé,12.55,-2.11667
2356427,Poéssé,12.35,-0.46667
2356428,Poéssé,12.23333,-0.41667
2356429,Poéssé,12.16667,-0.21667
2356430,Poëssé,11.93333,-0.36667
2356431,Poéssé,12.72584,-1.07929
2356432,Poédro,13.21788,-1.1362
2356433,Poédogo,12.39939,-1.8202
2356434,Péodogo,12.76489,-1.31777
2356435,Poédogo I,12.4845,-1.43267
2356436,Nagréongo,12.47847,-1.20129
2356437,Péodogo,12.32639,-1.66787
2356438,Poédogo,12.13333,-0.73333
2356439,Poé,11.66667,-2.56667
2356440,Podébokou,13.90579,-2.08178
2356441,Pobouro,10.06667,-3.21667
2356442,Poboro,10.0,-3.31667
2356443,Poboro,9.81667,-3.06667
2356444,Pobé Mengao,13.89972,-1.76556
2356445,Pobé,13.88222,-1.7516
2356446,Poalogo,13.40267,-1.6238
2356447,Forêt Classée de Poa,11.16142,-4.22377
2356448,Poa,12.36667,-2.66667
2356449,Poa,12.21667,-2.1
2356450,Poa,11.68333,-1.83333
2356451,Poa,11.45,-3.0
2356452,Forêt Classée de Pô,11.33333,-1.16667
2356453,Pô,12.3,-2.61667
2356454,Pô,11.16972,-1.145
2356455,Plansé,11.83333,-2.9
2356456,Plandi,11.31085,-4.82111
2356457,Piyou,13.22814,-0.06337
2356458,Pitou,11.28333,-0.5
2356459,Pitmoaga,12.24564,-1.88148
2356460,Piti,12.08333,-0.63333
2356461,Pitenga,13.19909,-1.66843
2356462,Pitenga,11.91667,-0.16667
2356463,Pitayré,13.7276,-1.3451
2356464,Pissongé,11.91667,-0.03333
2356465,Pissi Sobogo,12.11667,-0.05
2356466,Pissin,10.65,-2.95
2356467,Pissila,13.16417,-0.8225
2356468,Pissiga,12.82608,-1.14046
2356469,Pissiga,12.63333,-0.86667
2356470,Pissié,11.1,-1.85
2356471,Pissi,13.51594,-1.51492
2356472,Pissi,13.03003,-0.36613
2356473,Pissi,12.72146,-1.04399
2356474,Pissi,12.48333,-0.46667
2356475,Pissi,12.48333,-0.21667
2356476,Pissi,12.46667,-0.5
2356477,Pissy,12.33815,-1.56503
2356478,Pissi,12.33333,-0.95
2356479,Pissi,12.13944,-1.38577
2356480,Pissi,12.07441,-1.48544
2356481,Pissi,11.62083,-1.21917
2356482,Pissi,11.53333,-1.0
2356483,Pissélé,13.69248,-1.48188
2356484,Pissalogo,12.23333,-0.4
2356485,Pissalé,11.83333,-0.01667
2356486,Pissilparalé,12.88357,-1.58856
2356487,Pisèn,13.24689,-1.22693
2356488,Pissin,12.24117,-1.79761
2356489,Pisanianga,14.01587,-0.6959
2356490,Pirkon,11.11667,-2.91667
2356491,Piri,10.16667,-2.83333
2356492,Pinga Sogodin,13.34094,-2.58985
2356493,Pira,10.3,-3.06667
2356494,Pipiléré,12.73333,-2.3
2356495,Piorogho,11.83333,-0.38333
2356496,Pio,13.1517,-4.283
2356497,Pintou,10.85,-2.88333
2356498,Pinssin,11.48333,-0.91667
2356499,Pensa,13.64056,-0.80944
2356500,Pinou,12.46667,-2.26667
2356501,Pinon,11.8,-2.28333
2356502,Pinkan,12.15,-3.25
2356503,Pinikon,12.25,-3.55
2356504,Pini,13.2643,-3.2818
2356505,Pingolé,10.56667,-5.11667
2356506,Pinaptenga,12.06046,-1.49759
2356507,Pina,11.15,-2.63333
2356508,Pimpigou,12.42617,1.33957
2356509,Silmissin,12.02417,-1.38208
2356510,Pibsé,12.03384,-1.38518
2356511,Pilorguen,12.08333,-0.13333
2356512,Pilodé,13.5541,-2.87229
2356513,Pilingara,10.25,-2.98333
2356514,Pilimpikou,12.71667,-2.26667
2356515,Piliktenga,12.77956,-1.54094
2356516,Piliki,14.14718,-0.06847
2356517,Piliga,13.30544,-0.5721
2356518,Pilifou,13.35647,-1.01075
2356519,Pilèmpiguidi,12.35,0.58333
2356520,Pilarka,12.13333,-0.76667
2356521,Piladi,14.26458,-1.58035
2356522,Pikalia,11.1,-1.73333
2356523,Pihigui,12.81158,-1.35466
2356524,Pigodo,12.3,-0.81667
2356525,Pighin,12.62503,-1.48643
2356526,Pigahiri,11.25,-1.13333
2356527,Piéré,11.06844,-4.09387
2356528,Pienna,10.2,-3.53333
2356529,Pien,11.46667,-1.96667
2356530,Piéla,12.70965,-0.13112
2356531,Piéga,12.11667,0.86667
2356532,Piédogo,11.95,-1.4
2356533,Pidoha,11.03333,-1.16667
2356534,Piboré,11.7,-1.31667
2356535,Piben,12.41667,-2.06667
2356536,Pibaoré,12.89441,-0.80811
2356537,Pia,13.2182,-4.0682
2356538,Pia,11.36667,-2.65
2356539,Pèyla,13.41676,-0.94815
2356540,Pétoy,14.58115,-0.3698
2356541,Pétoy Bèiga,14.57448,-0.1066
2356542,Pétopo,10.5,-3.38333
2356543,Pétooulo,14.29832,-1.08433
2356544,Pétosiré,13.85339,-2.64423
2356545,Pètogo,13.48246,-0.61395
2356546,Péto Ganga,14.42936,-1.43815
2356547,Pétèyiddé,14.25521,0.06781
2356548,Pètétolo,12.13333,-2.65
2356549,Poterkoe,13.24835,-2.62737
2356550,Pétérébay,14.1168,-1.83042
2356551,Pété Nyaki,14.06221,-0.41827
2356552,Pétèn Nangué,14.14862,-2.35353
2356553,Pétéméréol,14.21557,0.1194
2356554,Pétél Tiouma,14.18208,-1.80562
2356555,Pétél Tioudi,14.28036,-1.69928
2356556,Pétel Tiaoboli,14.1344,-2.03112
2356557,Pétél Poutiali,14.27202,-1.674
2356558,Petelnangué,13.94188,-2.58805
2356560,Petelkotia,14.30735,-0.65457
2356561,Pétèl Kolé,13.99308,0.41992
2356562,Pétélidé,14.07273,-0.49499
2356563,Pétèl Habè,13.96554,0.38499
2356564,Pétél Ganki,14.21546,-1.70748
2356565,Pétél Eré,14.18773,-1.79139
2356566,Pétél Damramél,14.41989,-1.74183
2356567,Pétél,14.24139,-1.71648
2356568,Pété Kofé,14.41609,-1.59891
2356569,Pétéguersé,14.03565,-0.36824
2356570,Pétégou,14.17097,-0.57069
2356571,Pétégoli,14.21473,-1.97315
2356572,Pétéga,14.29702,-1.68546
2356573,Péteboné,14.09808,-2.11437
2356574,Pétébarabe,14.37348,0.1244
2356575,Pétakolé,14.01188,0.05749
2356576,Pétakolé,13.74753,0.05071
2356577,Pétadji,14.37394,-1.93415
2356578,Pétabouli,14.33195,-0.60156
2356579,Péta,13.52034,0.36201
2356580,Péta,13.48061,-1.43673
2356581,Pèssogotenga,12.45,-0.76667
2356582,Pesso,11.31965,-4.26206
2356583,Péssévrou,14.502,-1.9693
2356584,Persélela,10.08333,-3.31667
2356585,Pèrkoa,12.63333,-2.25
2356586,Pèrkoa,12.38333,-2.56667
2356587,Pèrko,13.66589,-1.264
2356588,Périvé,12.1921,-4.5286
2356589,Périkora,10.66667,-3.21667
2356590,Périgban,10.23333,-3.35
2356591,Perbolinbiro,10.68333,-3.35
2356592,Pérankui,12.33333,-3.65
2356593,Pérakui,12.06667,-3.7
2356594,Pépin,12.96574,-1.84515
2356595,Péou Pamarèl,14.54324,-0.72015
2356596,Péoukoy,13.99105,-0.22337
2356597,Péoukoy,13.96657,-0.23173
2356598,Péotyanga,12.83333,-0.81667
2356599,Péopéora,12.84606,-1.96551
2356600,Pényon Fouanou,12.40742,2.14658
2356601,Pényon,12.44883,2.0843
2356602,Kikidéni,11.93667,0.39833
2356603,Pensoari,12.36667,0.71667
2356604,Penpèrga,13.47917,0.70035
2356605,Pimpindiangou,13.93052,-0.05934
2356606,Peno,11.56667,-1.46667
2356607,Péninko,10.23333,-4.23333
2356608,Péniana,10.91667,-3.78333
2356609,Forêt Classée de Péni,10.93333,-4.48333
2356610,Peni,10.94925,-4.47184
2356611,Penga,12.56667,0.2
2356612,Pènfwogo,13.10389,0.05191
2356613,Pènfwogo,13.16299,0.06031
2356614,Pénévou,11.63333,-3.61667
2356615,Pendyaga,12.56811,2.01234
2356616,Pendogou,13.3467,-1.82872
2356617,Pèndogo,12.88333,-2.48333
2356618,Pendjo,11.46667,1.88333
2356620,Pendia Plandi,11.31667,-4.81667
2356621,Pèndianga,12.35,0.33333
2356622,Pendaga,12.17738,-1.07341
2356623,Pènchyangou,12.03333,0.73333
2356624,Pènbiti,12.11061,1.57193
2356625,Péna,13.74325,-0.72471
2356626,Pèmpédi,12.1023,0.8228
2356627,Pèm,14.31058,-0.85864
2356628,Pèlsia,12.53333,-2.48333
2356629,Pèlsé,13.56142,-0.43833
2356630,Pèlsé,13.60909,-0.47513
2356631,Pélogo,12.54328,-1.43019
2356632,Pellkissiga,13.37161,-2.20361
2356633,Pellé,13.44707,-2.16099
2356634,Pèlla,12.73333,-2.3
2356635,Pèlla,12.58333,-2.03333
2356636,Pélikô,10.13333,-5.03333
2356637,Pélignan,10.93333,-5.38333
2356638,Paléouté,13.94733,-0.75646
2356639,Pèlga,13.33693,-0.60796
2356640,Pèlga,13.20254,0.27909
2356641,Pélératanga,12.9,-2.18333
2356642,Pélém Pélém,14.36728,-1.73821
2356643,Pélé Bili,14.35446,-1.01775
2356644,Pélaga,12.31667,-0.41667
2356645,Pèla,13.34951,-2.29249
2356646,Pèkwènti,12.23333,0.4
2356647,Pékwèndi,12.45,0.75
2356648,Pékuy,12.5,-3.81667
2356649,Pékoua,11.0,-2.93333
2356650,Péhiri,11.83333,-1.83333
2356651,Yargo,12.49494,-1.17772
2356652,Pélatibitiguia,13.61748,-2.62966
2356653,Pébiou,11.86667,-2.05
2356654,Péalaga,12.35,-0.41667
2356655,Pê,11.3,-3.53333
2356656,Payob Tenga,12.21667,-0.68333
2356657,Payalo,11.28333,-2.78333
2356658,Pawantoré,11.86667,-1.26667
2356659,Patouro,10.65,-3.15
2356660,Patoura,9.95,-3.55
2356661,Patiri,12.96667,-2.08333
2356662,Patingou,12.72641,1.15975
2356663,Patiarakui,12.76667,-3.91667
2356664,Tabtenga,12.58654,-1.46914
2356665,Patel,13.91371,-0.24403
2356666,Patambima,12.11667,0.48333
2356667,Province du Passoré,12.91667,-2.16667
2356668,Passen,11.67086,-2.26445
2356669,Passakongo Tonbo,12.51667,-3.41667
2356670,Passakongo,12.51667,-3.43333
2356671,Passabou,12.55,0.9
2356672,Paspanga,13.54178,-1.53003
2356673,Paspanga,13.27186,-0.46235
2356674,Paspanga,13.16793,-1.10754
2356675,Paspanga,12.38333,-0.71667
2356676,Paspanga,12.11667,-0.45
2356677,Bassotenga,12.18751,-1.84282
2356678,Pasiblinga,11.71667,-1.15
2356679,Paséna,10.0,-3.33333
2356680,Pasbaolé,13.0623,-1.30029
2356681,Partiaga,12.61083,2.01186
2356682,Partiaga,11.93333,1.61667
2356683,Paroubri,11.56667,-1.11667
2356684,Parmam,13.40092,0.20982
2356685,Parawinga,12.51667,-0.43333
2356686,Pagatenga,12.60805,-1.55419
2356687,Parankui,13.1723,-4.206
2356688,Paradé,12.35,-3.33333
2356689,Papoyna,12.75,0.21667
2356690,Papala,12.05819,1.9295
2356691,Paoundé,14.21996,-1.7996
2356692,Paoun,10.31667,-3.23333
2356693,Paoun,10.23333,-2.98333
2356694,Paon,9.88333,-3.13333
2356695,Pantour,9.98333,-2.96667
2356696,Pantionao,10.43333,-3.55
2356697,Pantianao,10.2,-3.4
2356698,Pantianao,10.06667,-3.21667
2356699,Pansi,13.23107,0.88128
2356700,Pansa,12.91667,-0.88333
2356701,Panparsi,12.43333,-0.08333
2356702,Panpangou,12.1,0.2
2356703,Panpanga,12.28333,0.53333
2356704,Pampakui,13.1375,-3.854
2356705,Panpabanga,12.59294,1.41596
2356706,Pano Ouléma,11.40605,-4.28285
2356707,Pano,11.68333,-2.51667
2356708,Panndyoa,12.38333,0.96667
2356709,Panmpané,12.3202,1.98969
2356710,Pankuéré,10.83333,-3.01667
2356711,Pankélé,12.62642,-2.88037
2356712,Pankankanti,11.0,0.65
2356713,Paniguibtenga,12.55,-0.6
2356714,Panien,13.10602,-2.73054
2356715,Pani,11.58333,-2.33333
2356716,Panhéla,10.01667,-3.18333
2356717,Pangtiga Yiri,12.19886,-1.80347
2356718,Pangotenga,12.88333,-2.71667
2356719,Pangogo,12.75,-2.71667
2356720,Pangara,10.18333,-3.3
2356721,Panga,10.36667,-4.96667
2356722,Pandyamboura,12.31667,0.38333
2356723,Pendissi,12.50678,-1.42114
2356724,Panassin,11.45,-2.1
2356725,Panapra,10.68333,-4.5
2356726,Pananbéra,10.56667,-3.13333
2356727,Panamasso,11.386,-4.20379
2356728,Pana,11.88333,-3.18333
2356729,Pana,11.38333,-3.18333
2356730,Pan,11.26844,-4.68737
2356731,Pemtoussi,12.07727,-1.73584
2356732,Pamtanga,12.66868,-1.50727
2356733,Pamoussa,12.56667,-0.73333
2356734,Pamnonghin,12.17111,-1.56417
2356735,Pamdyega,12.75,0.36667
2356736,Pamboudyé,13.41791,0.83869
2356737,Pamassébouré,12.61288,-1.46828
2356738,Pama,11.24972,0.7075
2356739,Palsyanré,13.28009,-0.87375
2356740,Poloua,14.00766,-1.59783
2356741,Palol Sofékèl,14.10858,0.3662
2356742,Palogo,12.21667,-2.38333
2356743,Paliho,10.15,-2.8
2356744,Polesgo,12.44031,-1.49496
2356745,Palen,12.95,-0.91667
2356746,Pala,11.9,-2.33333
2356747,Pala,11.14911,-4.23463
2356748,Pakoudougou,12.66667,-2.46667
2356749,Pakoro,12.05,-3.26667
2356750,Pakole,11.98333,-3.23333
2356751,Pakodé,13.62916,-0.87785
2356752,Pailogo,11.05,-0.56667
2356753,Pahin,11.71667,-3.23333
2356754,Pagyir,12.55,-2.68333
2356755,Pagou,12.89737,0.69419
2356756,Pagalaga,13.60247,0.11589
2356757,Padyanga,12.4357,2.11267
2356758,Pademtenga,12.71885,-1.24318
2356759,Pabré,12.52147,-1.58631
2356760,Pabré,12.21667,-0.36667
2356761,Pabouga,12.05651,1.4817
2356762,Pabanbou,12.10505,1.54849
2356763,Paaba,10.86667,-5.06667
2356764,Forêt Classée de Pâ,11.6,-3.26667
2356765,Pa,12.66667,-3.95
2356766,Pâ,11.54542,-3.25719
2356767,Owandé,14.38155,-0.62311
2356768,Ouzou,11.74544,-4.68621
2356769,Ouzéni,14.28597,-1.23548
2356770,Ouyayé,14.04433,-1.27084
2356771,Ouyalgui,12.21667,-0.75
2356772,Outourou,10.61667,-5.41667
2356773,Tamboken,13.32594,-2.02731
2356774,Outoulou,11.01667,-2.26667
2356775,Outonba,10.05,-2.96667
2356776,Outioupan,10.08333,-4.58333
2356777,Outilouini,13.36424,-0.60816
2356778,Outila,10.98333,-5.43333
2356779,Outaga,11.36667,-0.51667
2356780,Ousoukosoko,13.71599,-1.0393
2356781,Oussan Fouanou,12.14212,2.06527
2356782,Ouri,11.96896,-3.04052
2356783,Mare d’Oursi,14.65784,-0.47815
2356784,Oursi,14.67553,-0.46033
2356785,Ouro Yongodé,13.99106,-0.43265
2356786,Ouro Yaro,13.76356,0.37507
2356787,Ourouyama,11.17574,-4.15307
2356788,Ouroumandiou,10.1,-4.5
2356789,Ouroukou,13.2207,-3.2991
2356790,Ourouko,13.13351,-4.15097
2356791,Ourougué,12.41667,-0.03333
2356792,Ourgou-Manéga,12.77994,-1.5077
2356793,Ouroué,12.3769,-4.3278
2356794,Ouroubono,11.7,-2.93333
2356795,Ouroubi,10.3,-3.18333
2356796,Ouro Tyârima,13.53694,0.05572
2356797,Ouro Torodé,13.96672,-0.02979
2356798,Ouro Tongogo,13.5584,0.0245
2356799,Ouro Tiari,13.17945,0.238
2356800,Ouro Tambèlla,13.78623,0.58651
2356801,Ouro Solé,13.57288,-0.10233
2356802,Ouro Sibiri,13.66469,0.08065
2356803,Ouro Sawadyo,13.63552,0.42528
2356804,Ouro Sanboèy,14.05286,-0.08979
2356805,Ouro Sambo,13.97899,0.19041
2356806,Ouro Sambo,13.66458,-0.29583
2356807,Ouro Sadyo,13.19089,0.21525
2356808,Ouro Sadoubé,13.97765,-0.41778
2356809,Ouro Sabou,13.7649,0.53871
2356810,Ouro Rounga,13.98877,0.00635
2356811,Ouro Pabou,13.56391,0.16978
2356812,Ouro Noma,13.69995,-0.17892
2356813,Ouro Niébe,14.30607,-0.80098
2356814,Ouro Mounyan,13.76575,0.43107
2356815,Ouro Mossibé,13.78326,0.37938
2356816,Ouro Mobido,14.56044,-0.28861
2356817,Ouro Mamel,13.96987,0.22889
2356818,Ouro Lima,13.973,0.25778
2356819,Ouro Kwasan,13.96278,-0.1123
2356820,Ourokotia,14.57581,-0.31397
2356821,Ouro Konou,13.52373,0.15982
2356822,Ouro Kirsi,13.24541,0.13206
2356823,Ouro Kirgadé,13.96867,0.0058
2356824,Ouro Kaka,13.81511,0.04781
2356825,Ouro Ingani,14.03254,-1.65161
2356826,Ouro Haman,13.72731,-0.18333
2356827,Ouro Guèngri,13.04124,0.52754
2356828,Ouro Gaobè,13.57966,0.10396
2356829,Ouro Gamou,13.01476,0.5714
2356830,Ouro Foulgoubé,14.02337,-0.2256
2356831,Ouro Foulbé,13.97535,0.01215
2356832,Ourofou,14.37151,-0.39721
2356833,Ouro Dyapa,13.76846,-0.3928
2356834,Ouro Dyanigangoré,13.53757,0.16144
2356835,Ouro Dyambara,13.36243,0.10007
2356836,Ouro Diami,13.19463,0.24096
2356837,Ouro Daka,13.9471,0.28453
2356838,Ouro Boulé,13.7625,0.50975
2356839,Ouro Boki,13.97592,0.19364
2356840,Ourobo Guélsawa,14.05255,-1.67838
2356841,Ouro Boga,13.61934,-0.00573
2356842,Ouro Binguèlbata,14.42908,-0.71424
2356843,Ouro Bidi,13.97446,0.20888
2356844,Ourobéma,10.41667,-3.83333
2356845,Ouro Bèlko,13.96435,0.23888
2356846,Ouro Bèlko,13.73129,-0.19578
2356847,Ouro Bèldèhidé,13.79307,0.06277
2356848,Ouro Bèdé,13.5762,-0.16939
2356849,Ouro Bamguél,14.31715,-1.75959
2356850,Ouro Bambé,13.98086,0.19889
2356851,Ouro Bagoum,13.98455,-0.06623
2356852,Ouroay Saba,14.06,0.09626
2356853,Ouro-Ama Youkoué,13.67649,-0.00536
2356854,Ouro Amadou Sibiri,13.97099,-0.42945
2356855,Ouro Allaguè,13.66196,-0.036
2356856,Ouro Alkali,13.17683,0.21278
2356857,Ouro Aladji,13.61285,0.43206
2356858,Ouro Aidio,13.97653,0.23828
2356859,Ouro,13.46759,-2.30748
2356860,Ouro,13.4022,-3.0943
2356861,Ouro,10.4,-3.83333
2356862,Ourkyaguèl,13.74859,-0.24393
2356863,Ourkadié,14.0902,-0.4444
2356864,Ourka,14.04971,-0.18719
2356865,Ourinlona,10.61667,-3.18333
2356866,Ouri,13.20362,-2.63783
2356867,Ourgou,12.4385,-1.54608
2356868,Ouré Sèno,14.06355,-0.45724
2356869,Ouré Rimaïbés,13.96929,-1.72809
2356870,Ouré-Foulbés,13.94971,-1.68494
2356871,Ourba,13.80311,-0.66434
2356872,Oura Lagui,13.07408,0.64555
2356873,Oupyédi,12.66667,0.91667
2356874,Oupounou,11.65,-1.91667
2356875,Oupènchyanmbongou,12.01667,0.8
2356876,Oupaon,11.65,-2.01667
2356877,Ouona,11.96667,-3.43333
2356878,Ouoméné,13.0263,-3.9045
2356879,Wolokonto,11.09855,-5.1498
2356880,Ouolo,11.28333,-3.91667
2356881,Wobzougou,12.1246,-1.73872
2356882,Ouobdaga,12.21667,-0.28333
2356883,Ounzéogo,11.7,-0.5
2356884,Ountokoulga,13.40384,-0.77075
2356885,Ountokoulga,13.36895,-0.78765
2356886,Ountadini,12.06667,0.31667
2356887,Ounsoumpéra,10.61667,-3.08333
2356888,Ounougou Fouanou,12.52167,2.17992
2356889,Ounougou,12.53289,2.1939
2356890,Ounigaré,11.13333,-0.38333
2356891,Oundétané,13.95652,-0.60623
2356892,Ounaré,14.5643,-0.13716
2356893,Oumnoguen,11.60098,-0.32244
2356894,Oussaltan-Banguel-Daou,13.90796,0.46481
2356895,Oulfo Alfa,14.08764,-0.56342
2356896,Ouloungoura,10.5,-3.53333
2356897,Oulouguèl,14.04976,0.09393
2356898,Oulo Ba,14.30362,-0.81806
2356899,Oulo,14.0448,-0.2353
2356900,Oulo,11.9,-2.98333
2356901,Oulmane,10.63333,-5.05
2356902,Oulmana,10.11097,-3.45298
2356903,Ouli Noïrao,14.0073,-1.49049
2356904,Ouliassan,11.05,-2.2
2356905,Oulfaré,13.97523,-0.63819
2356906,Oulfaré,13.76293,-0.31531
2356907,Oulélo,10.73333,-3.23333
2356908,Oulbéra,10.3,-3.1
2356909,Oulani,12.36667,-3.36667
2356910,Oulanga,14.5373,-1.20882
2356911,Oulali,12.68333,-4.36667
2356912,Oulala,11.3,-3.93333
2356913,Oula,13.58445,-0.14922
2356914,Oula,13.48605,-2.32595
2356915,Oula,12.36667,-3.13333
2356916,Oukoulourou,14.242,-1.9447
2356917,Oukoulourou,14.18738,-1.99876
2356918,Oukoulourou,14.4418,-0.97379
2356919,Oukoulourou,12.70973,2.07057
2356920,Ouizindia,14.67146,0.01613
2356921,Ouitenga,13.64519,-1.83649
2356922,Ouissiga,12.83858,-1.90587
2356923,Ouintini,13.21948,-1.34163
2356924,Ouindigui,13.75716,-2.01627
2356925,Ouendigui,13.67833,-1.9673
2356926,Ouindébélabé,13.98731,-0.33426
2356927,Ouilimtéoga,11.83333,-0.88333
2356928,Ouiligo,11.05,-0.45
2356929,Ouilibouma,12.96667,-0.71667
2356930,Ouilé,13.36958,-2.6988
2356931,Ouilawa,13.16342,-0.76524
2356932,Ouidtoghin,12.40935,-1.44927
2356933,Ouidibaogo,13.21914,-1.70992
2356934,Ouidi,12.76424,-1.07665
2356935,Ouidi,12.41667,-0.45
2356936,Ouidi,12.33333,-0.73333
2356937,Ouidi,12.29013,-0.8761
2356938,Ouidi,12.25,-0.45
2356939,Ouidi,12.21985,-1.47185
2356940,Ouidi,12.08157,-1.5818
2356941,Ouidi,12.08739,-1.3817
2356942,Ouidi,12.06737,-1.60478
2356943,Ouidi,12.03752,-1.21929
2356944,Widtenga,12.28866,-1.43714
2356945,Oui,13.41303,-1.77712
2356946,Ougarou,12.43333,0.16667
2356948,Oufré,13.54909,-2.42126
2356949,Oufongo,11.46667,-3.15
2356950,Oufaré Baba Amadou,14.50495,-0.91147
2356951,Ouezendougou,12.03333,-2.28333
2356952,Ouézélé,12.21667,-2.11667
2356953,Wessa,11.04542,-2.78857
2356954,Ouéro,12.05,-2.41667
2356955,Ouéré,11.28333,-3.91667
2356956,Ouéré,11.01667,-3.81667
2356957,Ouènné,13.58605,-1.73945
2356958,Ouengo,11.25,-0.8
2356959,Ouéndoupoli,14.12942,-1.96104
2356960,Ouènboulougou,13.04086,-0.82545
2356961,Ouenaftenga,13.34422,-1.30851
2356962,Ouèmyaoguen,12.13333,-0.53333
2356963,Ouem-Yiri,12.31534,-1.78532
2356964,Ouembatenga,13.63484,-1.54223
2356965,Ouéléni,10.85,-5.35
2356966,Oueldi,14.85492,0.15083
2356967,Ouéguédo,11.85,-0.41667
2356969,Weglega,12.29354,-1.71817
2356970,Ouéenga,12.48333,-0.31667
2356971,Ouédsé,12.82794,-1.05892
2356972,Ouédogo-Petit,12.06667,-0.36667
2356973,Ouédogo Boken,12.01667,-0.18333
2356974,Ouédkingo,12.9,-2.25
2356975,Ouèdga,13.25068,-0.93081
2356976,Ouédégin,12.75,-0.76667
2356977,Ouédéghin,12.22031,-1.79552
2356978,Oué,13.236,-3.3997
2356979,Oudyoumoudi,14.07427,-0.43163
2356980,Oudoundayiré,13.89689,-1.45963
2356981,Oudouga,14.15932,-1.88273
2356982,Oudalan,14.66667,-0.33333
2356983,Oubritenga,12.66667,-1.33333
2356984,Ouboulo Fouanou,12.20163,2.11615
2356985,Oubinou Kô,10.31667,-5.25
2356986,Oubérdargani,14.4328,-1.46572
2356987,Oubéré Saba,14.06691,-1.66844
2356988,Oubay,13.95558,-1.3739
2356989,Oubarédo,10.71667,-3.61667
2356990,Ouazindi,13.28508,-0.85646
2356991,Ouazeulé,13.18144,-1.57002
2356992,Ouayou,11.7,-2.0
2356993,Ouaylé,12.9,-2.33333
2356994,Ouga-Yarcé,12.95005,-1.21309
2356995,Wayalguin,12.3996,-1.47502
2356996,Ouayalgui,12.01667,-0.71667
2356997,Wavoussé,12.54939,-1.35707
2356998,Ouavoussé,12.4,-0.6
2356999,Ouavoussé,12.35,-0.75
2357000,Ouavoussé,12.15,-0.51667
2357001,Ouatnapa,13.08634,-0.43047
2357002,Ouatinoma,13.64078,-0.85914
2357003,Ouatinoma,13.08615,-1.45636
2357004,Ouatinoma,12.95,-0.45
2357005,Ouatigué,13.72003,-1.75044
2357006,Ouatiano,10.05,-3.38333
2357007,Ouatenga,12.09925,-1.59363
2357008,Wassoudi,12.29486,-1.38141
2357009,Ouassakoré,14.96667,-0.05
2357010,Ouarkoye,12.08991,-3.66897
2357011,Ouargué,11.88333,-0.36667
2357012,Ouargaye,11.50202,0.05886
2357013,Ouarégou,11.8,-0.7
2357014,Ouaré,11.27456,-0.16167
2357015,Ouapassi,13.93964,-0.74704
2357016,Ouapassi,12.44216,-1.50932
2357017,Ouapassi,12.31667,-0.5
2357018,Ouapassi,12.23333,-0.58333
2357019,Ouapassé,13.05626,-0.78338
2357020,Ouapassé,12.36667,-0.58333
2357021,Ouapalgué,12.63333,-0.56667
2357022,Ouapa,14.33047,-1.58519
2357023,Ouanyimdi,12.95,-0.36667
2357024,Ouansoua,12.35995,-1.76889
2357025,Ouanobé,13.24272,-0.73333
2357026,Ouangla,11.25,-0.68333
2357027,Ouangardé,14.22632,-1.97491
2357028,Ouanda,11.11667,-0.56667
2357029,Ouampéga,13.324,-1.68192
2357030,Ouambolé,12.86667,-0.46667
2357031,Oualogtenga,12.38333,-2.23333
2357032,Oualogotenga,12.98333,-0.91667
2357033,Oualodi,12.85,-0.43333
2357034,Ouâlikindé,14.41874,-1.4748
2357035,Oualèmbi,12.81667,-0.61667
2357036,Oualambi,12.71667,-0.18333
2357037,Oualga,13.16854,-1.20828
2357038,Ouakuy,11.68333,-3.63333
2357039,Ouakou,12.1,0.18333
2357040,Wakara,11.87255,-3.63431
2357041,Ouaïré Kérboulé,14.54232,-1.26785
2357042,Ouairé,14.57433,-0.30045
2357043,Ouahigouya,13.58278,-2.42158
2357044,Wahabou,11.69118,-3.09575
2357045,Ouaguéssi,14.0321,-1.50456
2357046,Ouagoulé,12.63333,-0.83333
2357047,Ouagali,12.2,-0.6
2357048,Ouagadougou,12.36566,-1.53388
2357049,Ouagadi,13.26958,-0.33513
2357050,Ouadmana,12.45,-1.36667
2357051,Ouadinogo,13.16803,-0.71618
2357052,Ouadangou,12.91667,-0.11667
2357053,Ouaboti,13.81893,0.40007
2357054,Ouabbédé,13.33712,-0.73362
2357055,Ouabari,12.91667,-0.13333
2357056,Ossora,10.11667,-3.18333
2357057,Orowo,10.58333,-3.11667
2357058,Oronkua,11.28333,-3.1
2357059,Oronédou,14.23702,-0.92595
2357060,Orom Gona,14.22511,-1.58003
2357061,Oro Mango,14.2443,-0.75843
